date,fund_id,nav
2024-07-03,DEMO-HS05,0.8234204775
2024-07-04,DEMO-HS05,0.8308337529
2024-07-05,DEMO-HS05,0.8306693754
2024-07-08,DEMO-HS05,0.8392557616
2024-07-09,DEMO-HS05,0.8419484342
2024-07-10,DEMO-HS05,0.8728891813
2024-07-11,DEMO-HS05,0.8894805297
2024-07-12,DEMO-HS05,0.8749693569
2024-07-15,DEMO-HS05,0.8713706189
2024-07-16,DEMO-HS05,0.8812410744
2024-07-17,DEMO-HS05,0.8885408508
2024-07-18,DEMO-HS05,0.8772393899
2024-07-19,DEMO-HS05,0.8798643235
2024-07-22,DEMO-HS05,0.8894103464
2024-07-23,DEMO-HS05,0.8898380593
2024-07-24,DEMO-HS05,0.9002684159
2024-07-25,DEMO-HS05,0.8894084423
2024-07-26,DEMO-HS05,0.9284334303
2024-07-29,DEMO-HS05,0.9335489104
2024-07-30,DEMO-HS05,0.9205578250
2024-07-31,DEMO-HS05,0.9191705439
2024-08-01,DEMO-HS05,0.8902095096
2024-08-02,DEMO-HS05,0.9065920176
2024-08-05,DEMO-HS05,0.9244224320
2024-08-06,DEMO-HS05,0.9245998481
2024-08-07,DEMO-HS05,0.9285836405
2024-08-08,DEMO-HS05,0.9322602666
2024-08-09,DEMO-HS05,0.9187800264
2024-08-12,DEMO-HS05,0.9209786519
2024-08-13,DEMO-HS05,0.9124455643
2024-08-14,DEMO-HS05,0.8879989437
2024-08-15,DEMO-HS05,0.8917874104
2024-08-16,DEMO-HS05,0.8789599567
2024-08-19,DEMO-HS05,0.8870828761
2024-08-20,DEMO-HS05,0.8888979686
2024-08-21,DEMO-HS05,0.8789234799
2024-08-22,DEMO-HS05,0.8758029290
2024-08-23,DEMO-HS05,0.8854590685
2024-08-26,DEMO-HS05,0.9063884107
2024-08-27,DEMO-HS05,0.9016185798
2024-08-28,DEMO-HS05,0.9018002158
2024-08-29,DEMO-HS05,0.8716573477
2024-08-30,DEMO-HS05,0.8645814108
2024-09-02,DEMO-HS05,0.8797107506
2024-09-03,DEMO-HS05,0.8726755850
2024-09-04,DEMO-HS05,0.8685555970
2024-09-05,DEMO-HS05,0.8536730945
2024-09-06,DEMO-HS05,0.8716635704
2024-09-09,DEMO-HS05,0.8487496570
2024-09-10,DEMO-HS05,0.8552868024
2024-09-11,DEMO-HS05,0.8565346889
2024-09-12,DEMO-HS05,0.8430860587
2024-09-13,DEMO-HS05,0.8368465610
2024-09-16,DEMO-HS05,0.8334722152
2024-09-17,DEMO-HS05,0.8416753190
2024-09-18,DEMO-HS05,0.8711828356
2024-09-19,DEMO-HS05,0.8756705071
2024-09-20,DEMO-HS05,0.8893276071
2024-09-23,DEMO-HS05,0.9125532198
2024-09-24,DEMO-HS05,0.9074645312
2024-09-25,DEMO-HS05,0.8944538489
2024-09-26,DEMO-HS05,0.8536075295
2024-09-27,DEMO-HS05,0.8694715582
2024-09-30,DEMO-HS05,0.8577177506
2024-10-01,DEMO-HS05,0.8418899648
2024-10-02,DEMO-HS05,0.8411810997
2024-10-03,DEMO-HS05,0.8477169715
2024-10-04,DEMO-HS05,0.8406230272
2024-10-07,DEMO-HS05,0.8081559824
2024-10-08,DEMO-HS05,0.8083556010
2024-10-09,DEMO-HS05,0.8318362391
2024-10-10,DEMO-HS05,0.8340189674
2024-10-11,DEMO-HS05,0.8492574655
2024-10-14,DEMO-HS05,0.8429290791
2024-10-15,DEMO-HS05,0.8413829932
2024-10-16,DEMO-HS05,0.8491882766
2024-10-17,DEMO-HS05,0.8582769093
2024-10-18,DEMO-HS05,0.8468147119
2024-10-21,DEMO-HS05,0.8431321220
2024-10-22,DEMO-HS05,0.8346526589
2024-10-23,DEMO-HS05,0.8402886403
2024-10-24,DEMO-HS05,0.8278637739
2024-10-25,DEMO-HS05,0.8546689089
2024-10-28,DEMO-HS05,0.8594317514
2024-10-29,DEMO-HS05,0.8677776871
2024-10-30,DEMO-HS05,0.8675404214
2024-10-31,DEMO-HS05,0.8693279442
2024-11-01,DEMO-HS05,0.8618315497
2024-11-04,DEMO-HS05,0.8764996252
2024-11-05,DEMO-HS05,0.8786097396
2024-11-06,DEMO-HS05,0.8668792144
2024-11-07,DEMO-HS05,0.8627763400
2024-11-08,DEMO-HS05,0.8701971766
2024-11-11,DEMO-HS05,0.9155329523
2024-11-12,DEMO-HS05,0.8948341714
2024-11-13,DEMO-HS05,0.8890074352
2024-11-14,DEMO-HS05,0.9464379383
2024-11-15,DEMO-HS05,0.9717631351
2024-11-18,DEMO-HS05,0.9453993115
2024-11-19,DEMO-HS05,0.9546035853
2024-11-20,DEMO-HS05,0.9484896442
2024-11-21,DEMO-HS05,0.9739715453
2024-11-22,DEMO-HS05,0.9673355562
2024-11-25,DEMO-HS05,0.9625165578
2024-11-26,DEMO-HS05,0.9702521728
2024-11-27,DEMO-HS05,0.9573513261
2024-11-28,DEMO-HS05,0.9691678876
2024-11-29,DEMO-HS05,0.9317528158
2024-12-02,DEMO-HS05,0.9169796105
2024-12-03,DEMO-HS05,0.9215710108
2024-12-04,DEMO-HS05,0.9311030800
2024-12-05,DEMO-HS05,0.9355803963
2024-12-06,DEMO-HS05,0.9556116279
2024-12-09,DEMO-HS05,0.9411875198
2024-12-10,DEMO-HS05,0.9329432070
2024-12-11,DEMO-HS05,0.9243031440
2024-12-12,DEMO-HS05,0.9164370457
2024-12-13,DEMO-HS05,0.9215497061
2024-12-16,DEMO-HS05,0.9580519896
2024-12-17,DEMO-HS05,0.9875062292
2024-12-18,DEMO-HS05,0.9839077687
2024-12-19,DEMO-HS05,0.9911401493
2024-12-20,DEMO-HS05,1.0064583525
2024-12-23,DEMO-HS05,1.0348722142
2024-12-24,DEMO-HS05,1.0226520384
2024-12-25,DEMO-HS05,1.0151047564
2024-12-26,DEMO-HS05,0.9878969808
2024-12-27,DEMO-HS05,0.9901245026
2024-12-30,DEMO-HS05,1.0034051742
2024-12-31,DEMO-HS05,1.0189886699
2025-01-01,DEMO-HS05,1.0299987421
2025-01-02,DEMO-HS05,1.0101841476
2025-01-03,DEMO-HS05,1.0004903918
2025-01-06,DEMO-HS05,1.0101752761
2025-01-07,DEMO-HS05,1.0026463633
2025-01-08,DEMO-HS05,1.0348547579
2025-01-09,DEMO-HS05,1.0089630511
2025-01-10,DEMO-HS05,1.0282591249
2025-01-13,DEMO-HS05,1.0687080163
2025-01-14,DEMO-HS05,1.0640809073
2025-01-15,DEMO-HS05,1.0816737270
2025-01-16,DEMO-HS05,1.0931468394
2025-01-17,DEMO-HS05,1.0710379560
2025-01-20,DEMO-HS05,1.0906705440
2025-01-21,DEMO-HS05,1.0880856905
2025-01-22,DEMO-HS05,1.1298974534
2025-01-23,DEMO-HS05,1.1421837306
2025-01-24,DEMO-HS05,1.1369082601
2025-01-27,DEMO-HS05,1.1516774872
2025-01-28,DEMO-HS05,1.1863652566
2025-01-29,DEMO-HS05,1.1874066519
2025-01-30,DEMO-HS05,1.2223751599
2025-01-31,DEMO-HS05,1.2275569092
2025-02-03,DEMO-HS05,1.2296514187
2025-02-04,DEMO-HS05,1.2719982668
2025-02-05,DEMO-HS05,1.3157710606
2025-02-06,DEMO-HS05,1.2874399767
2025-02-07,DEMO-HS05,1.2433768581
2025-02-10,DEMO-HS05,1.2446634917
2025-02-11,DEMO-HS05,1.2510342537
2025-02-12,DEMO-HS05,1.1983755951
2025-02-13,DEMO-HS05,1.1596154544
2025-02-14,DEMO-HS05,1.1749494592
2025-02-17,DEMO-HS05,1.2053097584
2025-02-18,DEMO-HS05,1.2085650324
2025-02-19,DEMO-HS05,1.2051161487
2025-02-20,DEMO-HS05,1.2261496475
2025-02-21,DEMO-HS05,1.2181612452
2025-02-24,DEMO-HS05,1.2131436171
2025-02-25,DEMO-HS05,1.2197943241
2025-02-26,DEMO-HS05,1.2147698754
2025-02-27,DEMO-HS05,1.2437627148
2025-02-28,DEMO-HS05,1.2303051002
2025-03-03,DEMO-HS05,1.1924252283
2025-03-04,DEMO-HS05,1.1771169485
2025-03-05,DEMO-HS05,1.2269982469
2025-03-06,DEMO-HS05,1.2185970715
2025-03-07,DEMO-HS05,1.1683868579
2025-03-10,DEMO-HS05,1.1690673447
2025-03-11,DEMO-HS05,1.1833019046
2025-03-12,DEMO-HS05,1.1822971980
2025-03-13,DEMO-HS05,1.1822270976
2025-03-14,DEMO-HS05,1.1775928086
2025-03-17,DEMO-HS05,1.1771297402
2025-03-18,DEMO-HS05,1.1845750588
2025-03-19,DEMO-HS05,1.2267825181
2025-03-20,DEMO-HS05,1.2266582348
2025-03-21,DEMO-HS05,1.2247527437
2025-03-24,DEMO-HS05,1.2290735495
2025-03-25,DEMO-HS05,1.2052459776
2025-03-26,DEMO-HS05,1.2257994845
2025-03-27,DEMO-HS05,1.1884917167
2025-03-28,DEMO-HS05,1.2290912888
2025-03-31,DEMO-HS05,1.1964601383
2025-04-01,DEMO-HS05,1.1870259497
2025-04-02,DEMO-HS05,1.2087157604
2025-04-03,DEMO-HS05,1.2198559483
2025-04-04,DEMO-HS05,1.2459989480
2025-04-07,DEMO-HS05,1.2845268332
2025-04-08,DEMO-HS05,1.2700762243
2025-04-09,DEMO-HS05,1.2675904430
2025-04-10,DEMO-HS05,1.2569586022
2025-04-11,DEMO-HS05,1.2718778902
2025-04-14,DEMO-HS05,1.3075616341
2025-04-15,DEMO-HS05,1.3054772113
2025-04-16,DEMO-HS05,1.2751888517
2025-04-17,DEMO-HS05,1.2641798740
2025-04-18,DEMO-HS05,1.2321909448
2025-04-21,DEMO-HS05,1.2135291009
2025-04-22,DEMO-HS05,1.2058786115
2025-04-23,DEMO-HS05,1.2117374239
2025-04-24,DEMO-HS05,1.2274728932
2025-04-25,DEMO-HS05,1.2151552613
2025-04-28,DEMO-HS05,1.2375139626
2025-04-29,DEMO-HS05,1.2241855715
2025-04-30,DEMO-HS05,1.2388961519
2025-05-01,DEMO-HS05,1.2434414105
2025-05-02,DEMO-HS05,1.2472047287
2025-05-05,DEMO-HS05,1.1973613226
2025-05-06,DEMO-HS05,1.2074395200
2025-05-07,DEMO-HS05,1.2105110394
2025-05-08,DEMO-HS05,1.2045021751
2025-05-09,DEMO-HS05,1.1926681764
2025-05-12,DEMO-HS05,1.1946632537
2025-05-13,DEMO-HS05,1.1985793881
2025-05-14,DEMO-HS05,1.1729230266
2025-05-15,DEMO-HS05,1.1898721457
2025-05-16,DEMO-HS05,1.2285556248
2025-05-19,DEMO-HS05,1.2630520057
2025-05-20,DEMO-HS05,1.2439977791
2025-05-21,DEMO-HS05,1.2115306704
2025-05-22,DEMO-HS05,1.2729155693
2025-05-23,DEMO-HS05,1.2751267792
2025-05-26,DEMO-HS05,1.2442363517
2025-05-27,DEMO-HS05,1.2591841299
2025-05-28,DEMO-HS05,1.2138033097
2025-05-29,DEMO-HS05,1.2082855131
2025-05-30,DEMO-HS05,1.2161639329
2025-06-02,DEMO-HS05,1.2198678784
2025-06-03,DEMO-HS05,1.2042277990
2025-06-04,DEMO-HS05,1.2012867441
2025-06-05,DEMO-HS05,1.1841447862
2025-06-06,DEMO-HS05,1.1844373520
2025-06-09,DEMO-HS05,1.1524655521
2025-06-10,DEMO-HS05,1.1623707498
2025-06-11,DEMO-HS05,1.1574074403
2025-06-12,DEMO-HS05,1.1347732295
2025-06-13,DEMO-HS05,1.2037353817
2025-06-16,DEMO-HS05,1.2202332302
2025-06-17,DEMO-HS05,1.2249618504
2025-06-18,DEMO-HS05,1.2210789246
2025-06-19,DEMO-HS05,1.2509468443
2025-06-20,DEMO-HS05,1.2295363417
2025-06-23,DEMO-HS05,1.1928839850
2025-06-24,DEMO-HS05,1.2296606447
2025-06-25,DEMO-HS05,1.2184048235
2025-06-26,DEMO-HS05,1.2653833463
2025-06-27,DEMO-HS05,1.2727856995
2025-06-30,DEMO-HS05,1.2406027108
2025-07-01,DEMO-HS05,1.2424007020
2025-07-02,DEMO-HS05,1.1847871726
2025-07-03,DEMO-HS05,1.2015966285
2025-07-04,DEMO-HS05,1.1923383955
2025-07-07,DEMO-HS05,1.2034305038
2025-07-08,DEMO-HS05,1.1908025531
2025-07-09,DEMO-HS05,1.1587012725
2025-07-10,DEMO-HS05,1.1658369064
2025-07-11,DEMO-HS05,1.1411133360
2025-07-14,DEMO-HS05,1.1203964903
2025-07-15,DEMO-HS05,1.1227389530
2025-07-16,DEMO-HS05,1.1109027993
2025-07-17,DEMO-HS05,1.1000245080
2025-07-18,DEMO-HS05,1.1069748844
2025-07-21,DEMO-HS05,1.1466854436
2025-07-22,DEMO-HS05,1.1715440108
2025-07-23,DEMO-HS05,1.1523815136
2025-07-24,DEMO-HS05,1.1484513544
2025-07-25,DEMO-HS05,1.1483171346
2025-07-28,DEMO-HS05,1.1302565323
2025-07-29,DEMO-HS05,1.1228319638
2025-07-30,DEMO-HS05,1.1313364988
2025-07-31,DEMO-HS05,1.1308701998
2025-08-01,DEMO-HS05,1.1110622644
2025-08-04,DEMO-HS05,1.1298471703
2025-08-05,DEMO-HS05,1.1284993141
2025-08-06,DEMO-HS05,1.1235170327
2025-08-07,DEMO-HS05,1.1430400944
2025-08-08,DEMO-HS05,1.1523502197
2025-08-11,DEMO-HS05,1.1038634659
2025-08-12,DEMO-HS05,1.1182638986
2025-08-13,DEMO-HS05,1.0922750007
2025-08-14,DEMO-HS05,1.0692639463
2025-08-15,DEMO-HS05,1.0831885837
2025-08-18,DEMO-HS05,1.0927548521
2025-08-19,DEMO-HS05,1.0887771932
2025-08-20,DEMO-HS05,1.0940991765
2025-08-21,DEMO-HS05,1.0933295762
2025-08-22,DEMO-HS05,1.0693535400
2025-08-25,DEMO-HS05,1.0748608795
2025-08-26,DEMO-HS05,1.0642984204
2025-08-27,DEMO-HS05,1.0281646587
2025-08-28,DEMO-HS05,0.9954556714
2025-08-29,DEMO-HS05,0.9750994270
2025-09-01,DEMO-HS05,0.9783200227
2025-09-02,DEMO-HS05,0.9837974989
2025-09-03,DEMO-HS05,0.9778438069
2025-09-04,DEMO-HS05,0.9825775619
2025-09-05,DEMO-HS05,0.9763018665
2025-09-08,DEMO-HS05,0.9848544092
2025-09-09,DEMO-HS05,0.9852785598
2025-09-10,DEMO-HS05,0.9760095548
2025-09-11,DEMO-HS05,0.9851079631
2025-09-12,DEMO-HS05,0.9778712143
2025-09-15,DEMO-HS05,0.9562393466
2025-09-16,DEMO-HS05,0.9249500169
2025-09-17,DEMO-HS05,0.9347169317
2025-09-18,DEMO-HS05,0.9199606059
2025-09-19,DEMO-HS05,0.9323305521
2025-09-22,DEMO-HS05,0.9500665799
2025-09-23,DEMO-HS05,0.9549523141
2025-09-24,DEMO-HS05,0.9476081660
2025-09-25,DEMO-HS05,0.9355070184
2025-09-26,DEMO-HS05,0.9367070722
2025-09-29,DEMO-HS05,0.9659571309
2025-09-30,DEMO-HS05,0.9695791055
2025-10-01,DEMO-HS05,1.0189616890
2025-10-02,DEMO-HS05,1.0343755380
2025-10-03,DEMO-HS05,1.0194875038
2025-10-06,DEMO-HS05,0.9878713512
2025-10-07,DEMO-HS05,0.9900086811
2025-10-08,DEMO-HS05,0.9914426046
2025-10-09,DEMO-HS05,0.9717408665
2025-10-10,DEMO-HS05,0.9826206398
2025-10-13,DEMO-HS05,0.9637559486
2025-10-14,DEMO-HS05,0.9690241924
2025-10-15,DEMO-HS05,0.9699454120
2025-10-16,DEMO-HS05,0.9756256277
2025-10-17,DEMO-HS05,0.9477051509
2025-10-20,DEMO-HS05,0.9216530264
2025-10-21,DEMO-HS05,0.9443354382
2025-10-22,DEMO-HS05,0.9508422373
2025-10-23,DEMO-HS05,0.9375690065
2025-10-24,DEMO-HS05,0.9410743356
2025-10-27,DEMO-HS05,0.9498995053
2025-10-28,DEMO-HS05,0.9688256373
2025-10-29,DEMO-HS05,0.9435597141
2025-10-30,DEMO-HS05,0.9417386752
2025-10-31,DEMO-HS05,0.9332099432
2025-11-03,DEMO-HS05,0.9244109926
2025-11-04,DEMO-HS05,0.9400739537
2025-11-05,DEMO-HS05,0.9483046062
2025-11-06,DEMO-HS05,0.9688914929
2025-11-07,DEMO-HS05,0.9565281816
2025-11-10,DEMO-HS05,0.9726434666
2025-11-11,DEMO-HS05,0.9752910279
2025-11-12,DEMO-HS05,1.0226609515
2025-11-13,DEMO-HS05,1.0063822837
2025-11-14,DEMO-HS05,1.0395241857
2025-11-17,DEMO-HS05,1.0464245670
2025-11-18,DEMO-HS05,1.0393841177
2025-11-19,DEMO-HS05,1.0291534501
2025-11-20,DEMO-HS05,1.0134411018
2025-11-21,DEMO-HS05,1.0090323201
2025-11-24,DEMO-HS05,1.0054247949
2025-11-25,DEMO-HS05,1.0261697151
2025-11-26,DEMO-HS05,1.0620020526
2025-11-27,DEMO-HS05,1.0829149254
2025-11-28,DEMO-HS05,1.1154478978
2025-12-01,DEMO-HS05,1.1274808481
2025-12-02,DEMO-HS05,1.1259487914
2025-12-03,DEMO-HS05,1.1739381748
2025-12-04,DEMO-HS05,1.2011616239
2025-12-05,DEMO-HS05,1.1894885386
2025-12-08,DEMO-HS05,1.1806399596
2025-12-09,DEMO-HS05,1.2014704661
2025-12-10,DEMO-HS05,1.2013485270
2025-12-11,DEMO-HS05,1.1720982068
2025-12-12,DEMO-HS05,1.1546034274
2025-12-15,DEMO-HS05,1.1727448160
2025-12-16,DEMO-HS05,1.2002114849
2025-12-17,DEMO-HS05,1.1857753876
2025-12-18,DEMO-HS05,1.1932595150
2025-12-19,DEMO-HS05,1.2375961361
2025-12-22,DEMO-HS05,1.2294378769
2025-12-23,DEMO-HS05,1.2606896252
2025-12-24,DEMO-HS05,1.2896000469
2025-12-25,DEMO-HS05,1.3006632292
2025-12-26,DEMO-HS05,1.2850940462
2025-12-29,DEMO-HS05,1.2867458204
2025-12-30,DEMO-HS05,1.3047113208
2025-12-31,DEMO-HS05,1.3436385046
2026-01-01,DEMO-HS05,1.3625423342
2026-01-02,DEMO-HS05,1.3823943453
2026-01-05,DEMO-HS05,1.3949747728
2026-01-06,DEMO-HS05,1.4186748774
2026-01-07,DEMO-HS05,1.4733082016
2026-01-08,DEMO-HS05,1.4639712380
2026-01-09,DEMO-HS05,1.4560841982
2026-01-12,DEMO-HS05,1.5068908311
2026-01-13,DEMO-HS05,1.5049316823
2026-01-14,DEMO-HS05,1.5211544868
2026-01-15,DEMO-HS05,1.5228456823
2026-01-16,DEMO-HS05,1.5273005101
2026-01-19,DEMO-HS05,1.4945210263
2026-01-20,DEMO-HS05,1.4945462595
2026-01-21,DEMO-HS05,1.4879894632
2026-01-22,DEMO-HS05,1.4780277120
2026-01-23,DEMO-HS05,1.4896138835
2026-01-26,DEMO-HS05,1.5233926331
2026-01-27,DEMO-HS05,1.5012024356
2026-01-28,DEMO-HS05,1.5182558705
2026-01-29,DEMO-HS05,1.4884910453
2026-01-30,DEMO-HS05,1.5208589700
2026-02-02,DEMO-HS05,1.5313363977
2026-02-03,DEMO-HS05,1.5225983323
2026-02-04,DEMO-HS05,1.5139223220
2026-02-05,DEMO-HS05,1.5071111585
2026-02-06,DEMO-HS05,1.4831853153
2026-02-09,DEMO-HS05,1.4850310535
2026-02-10,DEMO-HS05,1.5042995253
2026-02-11,DEMO-HS05,1.4988974677
2026-02-12,DEMO-HS05,1.5322776183
2026-02-13,DEMO-HS05,1.4970119984
2026-02-16,DEMO-HS05,1.5262233470
2026-02-17,DEMO-HS05,1.5187841315
2026-02-18,DEMO-HS05,1.5133467519
2026-02-19,DEMO-HS05,1.5103691327
2026-02-20,DEMO-HS05,1.4988988236
2026-02-23,DEMO-HS05,1.4689378698
2026-02-24,DEMO-HS05,1.4627331283
2026-02-25,DEMO-HS05,1.4435021862
2026-02-26,DEMO-HS05,1.4600035899
2026-02-27,DEMO-HS05,1.4700562662
2026-03-02,DEMO-HS05,1.5019034713
2026-03-03,DEMO-HS05,1.4609825216
2026-03-04,DEMO-HS05,1.4222074983
2026-03-05,DEMO-HS05,1.4304885870
2026-03-06,DEMO-HS05,1.3742915258
2026-03-09,DEMO-HS05,1.3943160252
2026-03-10,DEMO-HS05,1.4052962503
2026-03-11,DEMO-HS05,1.4357376021
2026-03-12,DEMO-HS05,1.4383030711
2026-03-13,DEMO-HS05,1.4379169219
2026-03-16,DEMO-HS05,1.4241119332
2026-03-17,DEMO-HS05,1.4005310678
2026-03-18,DEMO-HS05,1.4528208183
2026-03-19,DEMO-HS05,1.4724717164
2026-03-20,DEMO-HS05,1.4769102193
2026-03-23,DEMO-HS05,1.5000714909
2026-03-24,DEMO-HS05,1.5029080799
2026-03-25,DEMO-HS05,1.4920457363
2026-03-26,DEMO-HS05,1.4649842952
2026-03-27,DEMO-HS05,1.5158174922
2026-03-30,DEMO-HS05,1.4589295576
2026-03-31,DEMO-HS05,1.3972063287
2026-04-01,DEMO-HS05,1.3727283013
2026-04-02,DEMO-HS05,1.3853966785
2026-04-03,DEMO-HS05,1.4164385424
2026-04-06,DEMO-HS05,1.3854701659
2026-04-07,DEMO-HS05,1.3786767970
2026-04-08,DEMO-HS05,1.3547705935
2026-04-09,DEMO-HS05,1.3361078592
2026-04-10,DEMO-HS05,1.3842649127
2026-04-13,DEMO-HS05,1.3606339075
2026-04-14,DEMO-HS05,1.3563964283
2026-04-15,DEMO-HS05,1.3922358794
2026-04-16,DEMO-HS05,1.4062996270
2026-04-17,DEMO-HS05,1.3968252754
2026-04-20,DEMO-HS05,1.4014128867
2026-04-21,DEMO-HS05,1.4345945398
2026-04-22,DEMO-HS05,1.4768262419
2026-04-23,DEMO-HS05,1.4376522824
2026-04-24,DEMO-HS05,1.4496226596
2026-04-27,DEMO-HS05,1.4461747561
2026-04-28,DEMO-HS05,1.4651719774
2026-04-29,DEMO-HS05,1.4628160864
2026-04-30,DEMO-HS05,1.4546316620
2026-05-01,DEMO-HS05,1.4730216914
2026-05-04,DEMO-HS05,1.4699136498
2026-05-05,DEMO-HS05,1.4379555829
2026-05-06,DEMO-HS05,1.4803025451
2026-05-07,DEMO-HS05,1.4750037242
2026-05-08,DEMO-HS05,1.4858379938
2026-05-11,DEMO-HS05,1.5243848353
2026-05-12,DEMO-HS05,1.5028707198
2026-05-13,DEMO-HS05,1.5196103763
2026-05-14,DEMO-HS05,1.5045302106
2026-05-15,DEMO-HS05,1.5172539466
2026-05-18,DEMO-HS05,1.5074717077
2026-05-19,DEMO-HS05,1.5237268144
2026-05-20,DEMO-HS05,1.5415405202
2026-05-21,DEMO-HS05,1.5635701597
2026-05-22,DEMO-HS05,1.5868654726
2026-05-25,DEMO-HS05,1.6218229809
2026-05-26,DEMO-HS05,1.6714340941
2026-05-27,DEMO-HS05,1.6298404849
2026-05-28,DEMO-HS05,1.6669688374
2026-05-29,DEMO-HS05,1.6708888321
2026-06-01,DEMO-HS05,1.7034639439
2026-06-02,DEMO-HS05,1.6998857764
2026-06-03,DEMO-HS05,1.7002935664
2026-06-04,DEMO-HS05,1.6941365555
2026-06-05,DEMO-HS05,1.6620511223
2026-06-08,DEMO-HS05,1.6400183233
2026-06-09,DEMO-HS05,1.6416106909
2026-06-10,DEMO-HS05,1.7174644300
2026-06-11,DEMO-HS05,1.7235090823
2026-06-12,DEMO-HS05,1.7689458359
2026-06-15,DEMO-HS05,1.8112545003
2026-06-16,DEMO-HS05,1.7327810267
2026-06-17,DEMO-HS05,1.6995957343
2026-06-18,DEMO-HS05,1.6916119731
2026-06-19,DEMO-HS05,1.6534913713
2026-06-22,DEMO-HS05,1.6582737045
2026-06-23,DEMO-HS05,1.6492691688
2026-06-24,DEMO-HS05,1.6170618703
2026-06-25,DEMO-HS05,1.6692807103
2026-06-26,DEMO-HS05,1.6931656383
2026-06-29,DEMO-HS05,1.6803217142
2026-06-30,DEMO-HS05,1.7236350246
2026-07-01,DEMO-HS05,1.7505406473
2026-07-02,DEMO-HS05,1.8422453652
2026-07-03,DEMO-HS05,1.7794768963
2026-07-06,DEMO-HS05,1.7755911402
2026-07-07,DEMO-HS05,1.7907583821
2026-07-08,DEMO-HS05,1.8042960999
2026-07-09,DEMO-HS05,1.8057055037
2026-07-10,DEMO-HS05,1.7406308372
2026-07-13,DEMO-HS05,1.7283131046
2026-07-14,DEMO-HS05,1.6861279414
2026-07-15,DEMO-HS05,1.7141796936
2026-07-16,DEMO-HS05,1.7188174269
2026-07-17,DEMO-HS05,1.7349308377
2026-07-20,DEMO-HS05,1.6864131041
2026-07-21,DEMO-HS05,1.7396594044
2026-07-22,DEMO-HS05,1.7112571449
2026-07-23,DEMO-HS05,1.7080425423
2026-07-24,DEMO-HS05,1.6914072739
2026-07-27,DEMO-HS05,1.7042999188
2026-07-28,DEMO-HS05,1.7396069359
2026-07-29,DEMO-HS05,1.7332361666
2026-07-30,DEMO-HS05,1.6983962704
2026-07-31,DEMO-HS05,1.7235043402
2026-08-03,DEMO-HS05,1.7138543797
2026-08-04,DEMO-HS05,1.6825312021
2026-08-05,DEMO-HS05,1.6765945736
2026-08-06,DEMO-HS05,1.6416102592
2026-08-07,DEMO-HS05,1.6194066771
2026-08-10,DEMO-HS05,1.6219108721
2026-08-11,DEMO-HS05,1.5782924371
2026-08-12,DEMO-HS05,1.5415844430
2026-08-13,DEMO-HS05,1.5707934057
2026-08-14,DEMO-HS05,1.5697150828
2026-08-17,DEMO-HS05,1.5655779214
2026-08-18,DEMO-HS05,1.6563435864
2026-08-19,DEMO-HS05,1.6726549007
2026-08-20,DEMO-HS05,1.6709993814
2026-08-21,DEMO-HS05,1.6912211084
2026-08-24,DEMO-HS05,1.7345978404
2026-08-25,DEMO-HS05,1.6893657690
2026-08-26,DEMO-HS05,1.7105806116
2026-08-27,DEMO-HS05,1.7065509348
2026-08-28,DEMO-HS05,1.7460940893
2026-08-31,DEMO-HS05,1.7259484180
2026-09-01,DEMO-HS05,1.7220371011
2026-09-02,DEMO-HS05,1.7707480638
2026-09-03,DEMO-HS05,1.7702457431
2026-09-04,DEMO-HS05,1.8549202900
2026-09-07,DEMO-HS05,1.8094129401
2026-09-08,DEMO-HS05,1.8116501645
2026-09-09,DEMO-HS05,1.8085001103
2026-09-10,DEMO-HS05,1.8434865132
2026-09-11,DEMO-HS05,1.7966054665
2026-09-14,DEMO-HS05,1.7222433783
2026-09-15,DEMO-HS05,1.7403677601
2026-09-16,DEMO-HS05,1.7498615587
2026-09-17,DEMO-HS05,1.7532429836
2026-09-18,DEMO-HS05,1.7977943563
2022-01-03,DEMO-HS06,1.0000000000
2022-01-04,DEMO-HS06,0.9985098184
2022-01-05,DEMO-HS06,1.0252367073
2022-01-06,DEMO-HS06,1.0324783204
2022-01-07,DEMO-HS06,1.0221692228
2022-01-10,DEMO-HS06,1.0128700100
2022-01-11,DEMO-HS06,1.0376707487
2022-01-12,DEMO-HS06,0.9938711505
2022-01-13,DEMO-HS06,0.9955375877
2022-01-14,DEMO-HS06,0.9792484726
2022-01-17,DEMO-HS06,0.9798022822
2022-01-18,DEMO-HS06,0.9807620543
2022-01-19,DEMO-HS06,1.0092340468
2022-01-20,DEMO-HS06,1.0019746092
2022-01-21,DEMO-HS06,0.9828629826
2022-01-24,DEMO-HS06,0.9987149621
2022-01-25,DEMO-HS06,1.0139741194
2022-01-26,DEMO-HS06,1.0101854410
2022-01-27,DEMO-HS06,0.9847667211
2022-01-28,DEMO-HS06,0.9703977643
2022-01-31,DEMO-HS06,1.0083699987
2022-02-01,DEMO-HS06,1.0076366974
2022-02-02,DEMO-HS06,0.9981016242
2022-02-03,DEMO-HS06,1.0130965177
2022-02-04,DEMO-HS06,1.0131786082
2022-02-07,DEMO-HS06,1.0053720898
2022-02-08,DEMO-HS06,1.0348291911
2022-02-09,DEMO-HS06,1.0171286569
2022-02-10,DEMO-HS06,1.0079034628
2022-02-11,DEMO-HS06,1.0071241897
